FIPS,State,County,Population,Poverty Raw,Poverty Rate,COVID Cases,COVID Deaths,Labor Force,Employed,Unemployed,Unemployment Rate,Median Household Income,"Less than high school graduate, 2019-23","High school graduate (or equivalency), 2019-23","Some college or associate degree, 2019-23","Bachelor's degree or higher, 2019-23","Percent of adults who are not high school graduates, 2019-23","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults completing some college or associate degree, 2019-23","Percent of adults with a bachelor's degree or higher, 2019-23",Predicted Cases,Predicted Deaths,Cases Error,Deaths Error
1073,AL,Jefferson County,665084,106000.0,0.1594,99293.0,461.0,321927.0,313808.0,8119.0,2.5,61996.0,40950.0,117710.0,132567.0,163366.0,9.008057757,25.89349154,29.16168969,35.93676101,98968.484,463.21796,-324.515625,2.21795654296875
1075,AL,Lamar County,13706,2457.0,0.1793,1959.0,35.0,5711.0,5561.0,150.0,2.6,51523.0,1582.0,4031.0,3074.0,1139.0,16.10014248,41.02381437,31.28434765,11.5916955,1779.2339,31.608984,-179.76611328125,-3.3910160064697266
1077,AL,Lauderdale County,95875,12156.0,0.1268,13258.0,96.0,42754.0,41654.0,1100.0,2.6,59023.0,6945.0,21819.0,18581.0,17586.0,10.69596957,33.60336357,28.61653139,27.08413547,13289.819,92.460655,31.8193359375,-3.5393447875976562
1079,AL,Lawrence County,33187,5402.0,0.1628,4031.0,49.0,14691.0,14346.0,345.0,2.3,55516.0,3610.0,9616.0,6502.0,3652.0,15.44054748,41.12917023,27.8100941,15.6201882,4038.924,45.269962,7.924072265625,-3.7300376892089844
1081,AL,Lee County,180698,26211.0,0.1451,18376.0,128.0,78872.0,77053.0,1819.0,2.3,59637.0,9421.0,23949.0,31090.0,45415.0,8.574288965,21.79658703,28.29579067,41.33333333,18945.012,129.04169,569.01171875,1.04168701171875
1083,AL,Limestone County,110868,10669.0,0.0962,13597.0,82.0,48438.0,47454.0,984.0,2.0,83159.0,9402.0,19932.0,23286.0,22974.0,12.43749504,26.367172,30.80403207,30.3913009,13492.59,81.897865,-104.41015625,-0.10213470458984375
1085,AL,Lowndes County,9783,2814.0,0.2876,1272.0,14.0,3486.0,3309.0,177.0,5.1,42268.0,1174.0,3079.0,1775.0,971.0,16.77382483,43.99199886,25.36076582,13.87341049,1246.0094,15.431863,-25.9906005859375,1.4318628311157227
1087,AL,Macon County,18532,5351.0,0.2887,2327.0,21.0,7824.0,7533.0,291.0,3.7,36601.0,1842.0,3699.0,3702.0,2418.0,15.79624389,31.72112169,31.74684847,20.73578595,2013.5553,20.55428,-313.4447021484375,-0.4457206726074219
1089,AL,Madison County,403605,44142.0,0.1094,53456.0,281.0,199682.0,195558.0,4124.0,2.1,80426.0,20194.0,52261.0,75571.0,124533.0,7.409038043,19.17419715,27.7264739,45.69029091,53828.35,192.2459,372.3515625,-88.75410461425781
1091,AL,Marengo County,18791,3603.0,0.1917,2386.0,22.0,7626.0,7374.0,252.0,3.3,45587.0,1860.0,4453.0,3979.0,2640.0,14.38292607,34.43396226,30.76863594,20.41447572,2634.5159,26.093838,248.515869140625,4.093837738037109
1093,AL,Marion County,29182,5004.0,0.1715,4129.0,24.0,13786.0,13452.0,334.0,2.4,47742.0,3713.0,7491.0,6886.0,2663.0,17.8913892,36.09598612,33.18074495,12.83187973,4087.1846,24.582434,-41.8154296875,0.5824337005615234
1095,AL,Marshall County,99428,16175.0,0.1627,12119.0,85.0,45445.0,44538.0,907.0,2.0,53388.0,10141.0,21272.0,19798.0,13882.0,15.57924815,32.67939717,30.41494477,21.32640991,12226.21,88.96039,107.2099609375,3.96038818359375
1097,AL,Mobile County,411398,77450.0,0.1883,51743.0,368.0,189712.0,183641.0,6071.0,3.2,54315.0,30804.0,94779.0,84182.0,70483.0,10.99169307,33.81968828,30.03839456,25.15022409,50389.363,417.82138,-1353.63671875,49.821380615234375
1099,AL,Monroe County,19412,3963.0,0.2042,2817.0,38.0,7267.0,6976.0,291.0,4.0,47498.0,2213.0,6154.0,3605.0,1534.0,16.38531023,45.5649341,26.69184066,11.357915,2937.514,35.33404,120.513916015625,-2.6659584045410156
1101,AL,Montgomery County,226301,39991.0,0.1767,31563.0,205.0,106639.0,103432.0,3207.0,3.0,56862.0,16801.0,39432.0,42749.0,51616.0,11.15619065,26.18361466,28.38616715,34.27402754,31606.37,202.46378,43.369140625,-2.536224365234375
1103,AL,Morgan County,124231,15935.0,0.1283,20603.0,119.0,60647.0,59410.0,1237.0,2.0,62260.0,12692.0,26768.0,25857.0,19776.0,14.91544545,31.45734667,30.38675332,23.24045456,12431.462,85.98719,-8171.5380859375,-33.01280975341797
1105,AL,Perry County,7904,2714.0,0.3434,1106.0,9.0,3071.0,2914.0,157.0,5.1,33585.0,929.0,2220.0,1184.0,878.0,17.82767223,42.60218768,22.72116676,16.84897333,1160.7257,11.884329,54.7257080078125,2.884328842163086
1107,AL,Pickens County,18749,4007.0,0.2137,2655.0,27.0,7658.0,7415.0,243.0,3.2,45440.0,2194.0,5854.0,3693.0,1871.0,16.11813106,43.00617103,27.13047311,13.7452248,2502.8508,29.643871,-152.149169921875,2.643871307373047
1109,AL,Pike County,33008,8436.0,0.2556,3469.0,30.0,15988.0,15559.0,429.0,2.7,45144.0,2403.0,6573.0,5090.0,5286.0,12.41732121,33.9654816,26.30219099,27.3150062,3642.2344,31.834324,173.234375,1.8343238830566406
1111,AL,Randolph County,22460,4435.0,0.1975,2545.0,66.0,9628.0,9397.0,231.0,2.4,49433.0,2573.0,5583.0,4315.0,3219.0,16.39898024,35.583174,27.50159337,20.51625239,2698.7751,57.944363,153.775146484375,-8.05563735961914
1113,AL,Russell County,58594,12882.0,0.2199,4911.0,186.0,23359.0,22759.0,600.0,2.6,45074.0,5687.0,12427.0,15161.0,6744.0,14.21074989,31.05274994,37.88450486,16.8519953,6408.2744,74.36831,1497.2744140625,-111.6316909790039
1115,AL,St. Clair County,93881,11548.0,0.123,13454.0,74.0,42036.0,41134.0,902.0,2.1,70361.0,8114.0,22658.0,21550.0,13034.0,12.41508048,34.66858437,32.97325418,19.94308097,13459.943,71.18912,5.943359375,-2.810882568359375
1117,AL,Shelby County,230033,15339.0,0.0667,32467.0,95.0,120856.0,118695.0,2161.0,1.8,98263.0,9336.0,31864.0,42627.0,71981.0,5.991990142,20.45081125,27.35867221,46.19852639,32134.113,97.091484,-332.88671875,2.0914840698242188
1119,AL,Sumter County,11889,3377.0,0.284,1551.0,16.0,4568.0,4411.0,157.0,3.4,35152.0,858.0,2430.0,2478.0,1355.0,12.04886954,34.12442073,34.79848336,19.02822637,1543.8159,15.464988,-7.18408203125,-0.5350122451782227
1121,AL,Talladega County,80748,14318.0,0.1773,12376.0,94.0,36207.0,35115.0,1092.0,3.0,55186.0,8967.0,20730.0,18457.0,9740.0,15.48865167,35.80681936,31.88067848,16.82385049,12293.157,96.782646,-82.8427734375,2.7826461791992188
1123,AL,Tallapoosa County,40913,7107.0,0.1737,6198.0,47.0,17517.0,17028.0,489.0,2.8,55270.0,4818.0,9741.0,9626.0,5572.0,16.1911483,32.73515475,32.34869106,18.72500588,6160.526,49.41806,-37.47412109375,2.418060302734375
1125,AL,Tuscaloosa County,236690,36853.0,0.1557,30095.0,182.0,103171.0,100623.0,2548.0,2.5,60875.0,13080.0,41336.0,43904.0,44957.0,9.129169371,28.85040865,30.64274098,31.377681,30251.686,178.94228,156.685546875,-3.0577239990234375
1127,AL,Walker County,64438,10557.0,0.1638,10250.0,88.0,25457.0,24772.0,685.0,2.7,51065.0,7685.0,15406.0,14613.0,7183.0,17.12076993,34.32174126,32.55508276,16.00240604,7158.126,102.430664,-3091.8740234375,14.4306640625
1129,AL,Washington County,15094,2493.0,0.1652,1636.0,18.0,6514.0,6282.0,232.0,3.6,53785.0,1215.0,4393.0,3390.0,1740.0,11.31495623,40.91078413,31.57012479,16.20413485,1820.7632,19.129786,184.76318359375,1.1297855377197266
1131,AL,Wilcox County,10139,2965.0,0.2924,1664.0,19.0,2529.0,2337.0,192.0,7.6,33682.0,1534.0,2708.0,1834.0,855.0,22.13244842,39.07084115,26.46082816,12.33588227,1701.107,14.852442,37.1070556640625,-4.147558212280273
1133,AL,Winston County,23741,4284.0,0.1804,4081.0,28.0,10121.0,9878.0,243.0,2.4,51149.0,3622.0,6837.0,4318.0,2281.0,21.23343886,40.08090046,25.31363583,13.37202486,3624.8108,27.49414,-456.189208984375,-0.505859375
2013,AK,Aleutians East Borough,3430,549.0,0.1601,853.0,2.0,2400.0,2351.0,49.0,2.0,85852.0,420.0,1030.0,684.0,473.0,16.11047181,39.50901419,26.23705409,18.14345992,80.85227,-4.6548805,-772.1477279663086,-6.654880523681641
2016,AK,Aleutians West Census Area,5090,473.0,0.0929,940.0,1.0,3433.0,3322.0,111.0,3.2,112218.0,373.0,1520.0,1341.0,687.0,9.512879368,38.76562102,34.20045907,17.52104055,852.33514,3.0630424,-87.66485595703125,2.063042402267456
2020,AK,Anchorage Municipality,286983,29127.0,0.1015,58261.0,160.0,149832.0,144596.0,5236.0,3.5,99162.0,11534.0,47142.0,61289.0,72530.0,5.991843944,24.48998675,31.83926855,37.67890075,57567.277,160.75237,-693.72265625,0.7523651123046875
2050,AK,Bethel Census Area,18259,3910.0,0.2141,5549.0,15.0,6621.0,6007.0,614.0,9.3,59011.0,1840.0,4876.0,2407.0,1058.0,18.07288086,47.89313427,23.64207838,10.39190649,3284.3962,14.929175,-2264.603759765625,-0.07082462310791016
2068,AK,Denali Borough,1575,116.0,0.0737,1496.0,1.0,991.0,926.0,65.0,6.6,90897.0,110.0,771.0,389.0,393.0,6.614552014,46.36199639,23.39146121,23.63199038,1285.7322,3.7598767,-210.267822265625,2.7598767280578613
2070,AK,Dillingham Census Area,4724,924.0,0.1956,1215.0,4.0,1656.0,1559.0,97.0,5.9,69716.0,362.0,1215.0,732.0,554.0,12.64407964,42.4380021,25.56758645,19.35033182,1096.8749,2.8004084,-118.1251220703125,-1.1995916366577148
2090,AK,Fairbanks North Star Borough,95202,7117.0,0.0748,15309.0,49.0,45088.0,43353.0,1735.0,3.8,84166.0,3133.0,15646.0,21796.0,20632.0,5.118695574,25.56243567,35.61030601,33.70856275,12334.241,64.21508,-2974.7587890625,15.215080261230469
2100,AK,Haines Borough,2070,210.0,0.1014,540.0,0.0,1064.0,991.0,73.0,6.9,70610.0,26.0,471.0,500.0,584.0,1.644528779,29.79127135,31.62555345,36.93864643,433.49738,0.7001946,-106.50262451171875,0.7001945972442627
2110,AK,Juneau City and Borough,31740,2455.0,0.0773,7221.0,14.0,17267.0,16765.0,502.0,2.9,102097.0,1225.0,4883.0,7526.0,9264.0,5.349812211,21.32500655,32.86749934,40.45768189,6578.8325,16.426048,-642.16748046875,2.4260482788085938
2122,AK,Kenai Peninsula Borough,60611,6512.0,0.1074,9983.0,40.0,27944.0,26624.0,1320.0,4.7,76254.0,2416.0,13002.0,14557.0,12477.0,5.691133515,30.62753227,34.29049279,29.39084142,6023.7275,48.71887,-3959.2724609375,8.718868255615234
2130,AK,Ketchikan Gateway Borough,13772,1164.0,0.0845,2706.0,11.0,6763.0,6496.0,267.0,3.9,82648.0,507.0,2929.0,3856.0,2693.0,5.077616425,29.334001,38.61792689,26.97045568,2272.3152,10.001376,-433.684814453125,-0.9986238479614258
2150,AK,Kodiak Island Borough,12639,921.0,0.0729,2984.0,2.0,5941.0,5671.0,270.0,4.5,83222.0,631.0,2448.0,2958.0,2419.0,7.462157048,28.94985809,34.98107852,28.60690634,2973.8423,6.109966,-10.15771484375,4.109965801239014
2158,AK,Kusilvak Census Area,8214,2454.0,0.2988,2321.0,6.0,2245.0,1942.0,303.0,13.5,41824.0,757.0,2090.0,917.0,230.0,18.95343015,52.32849274,22.95943916,5.758637957,2197.2627,6.414107,-123.7373046875,0.4141068458557129
2170,AK,Matanuska-Susitna Borough,113472,10866.0,0.0958,15060.0,91.0,49476.0,47084.0,2392.0,4.8,86313.0,4171.0,24748.0,26423.0,17746.0,5.706819177,33.86055166,36.15230954,24.28031961,11692.341,90.901,-3367.6591796875,-0.0989990234375
2180,AK,Nome Census Area,9791,1909.0,0.195,4572.0,4.0,4093.0,3798.0,295.0,7.2,64480.0,632.0,2453.0,1494.0,968.0,11.39354606,44.22210204,26.93347756,17.45087435,3986.5723,4.5296288,-585.427734375,0.5296287536621094
2185,AK,North Slope Borough,10811,1474.0,0.1363,2363.0,8.0,2950.0,2794.0,156.0,5.3,95795.0,717.0,3192.0,2303.0,1090.0,9.819227609,43.71405094,31.5393043,14.92741715,2171.159,9.324016,-191.841064453125,1.3240156173706055
2188,AK,Northwest Arctic Borough,7453,1447.0,0.1942,3317.0,11.0,2722.0,2462.0,260.0,9.6,69234.0,575.0,1875.0,1128.0,506.0,14.07933399,45.91087169,27.61998041,12.38981391,3234.1736,11.400775,-82.826416015625,0.4007749557495117
2195,AK,Petersburg Borough,3370,230.0,0.0682,371.0,4.0,1423.0,1336.0,87.0,6.1,76641.0,232.0,731.0,826.0,677.0,9.407948094,29.6431468,33.49553933,27.45336577,347.02185,3.2434602,-23.9781494140625,-0.7565398216247559
2198,AK,Prince of Wales-Hyder Census Area,5650,820.0,0.1451,1150.0,4.0,2680.0,2526.0,154.0,5.7,58381.0,309.0,1592.0,1501.0,696.0,7.540263543,38.84821864,36.62762323,16.98389458,864.4231,8.21131,-285.576904296875,4.211310386657715
2220,AK,Sitka City and Borough,8353,651.0,0.0779,2082.0,4.0,4509.0,4379.0,130.0,2.9,90345.0,266.0,1526.0,2212.0,2097.0,4.359940993,25.01229307,36.25635142,34.37141452,1194.5597,5.951831,-887.4403076171875,1.9518308639526367
2230,AK,Skagway Municipality,1092,100.0,0.0916,575.0,0.0,769.0,717.0,52.0,6.8,73603.0,65.0,381.0,304.0,288.0,6.262042389,36.70520231,29.28709056,27.74566474,458.56335,-1.4129134,-116.4366455078125,-1.41291344165802
2240,AK,Southeast Fairbanks Census Area,7016,865.0,0.1233,1024.0,7.0,3214.0,3039.0,175.0,5.4,74732.0,326.0,1776.0,1657.0,915.0,6.974753958,37.99743261,35.45143346,19.57637997,737.48157,11.765738,-286.5184326171875,4.765737533569336
2275,AK,Wrangell City and Borough,2071,246.0,0.1188,568.0,0.0,875.0,828.0,47.0,5.4,67761.0,148.0,482.0,599.0,286.0,9.768976898,31.81518152,39.5379538,18.87788779,443.6284,2.9371774,-124.37161254882812,2.9371774196624756
2290,AK,Yukon-Koyukuk Census Area,5169,1084.0,0.2097,885.0,4.0,2325.0,2132.0,193.0,8.3,47798.0,465.0,1369.0,1200.0,445.0,13.36590974,39.35038804,34.49267031,12.79103191,1036.1786,6.1222024,151.1785888671875,2.1222023963928223
4001,AZ,Apache County,65533,18155.0,0.277,18868.0,94.0,18361.0,16938.0,1423.0,7.8,40632.0,6404.0,13264.0,16320.0,6485.0,15.07781414,31.22925152,38.4244108,15.26852353,18704.502,94.392975,-163.498046875,0.392974853515625
4003,AZ,Cochise County,125487,21447.0,0.1709,18181.0,153.0,48730.0,46597.0,2133.0,4.4,55254.0,9624.0,22464.0,32484.0,24687.0,10.78210601,25.16721003,36.39296878,27.65771519,17602.908,154.39246,-578.091796875,1.3924560546875
4005,AZ,Coconino County,144223,22092.0,0.1532,23823.0,96.0,73616.0,70437.0,3179.0,4.3,64016.0,7030.0,18759.0,27102.0,34705.0,8.025480616,21.41536143,30.93976894,39.61938901,19860.133,143.38184,-3962.8671875,47.3818359375
4007,AZ,Gila County,53922,9832.0,0.1823,8734.0,97.0,20361.0,19518.0,843.0,4.1,51928.0,4160.0,12616.0,15789.0,7563.0,10.36682616,31.43939394,39.34659091,18.847189,8932.483,86.72224,198.4833984375,-10.277763366699219
4009,AZ,Graham County,38822,5434.0,0.14,4916.0,27.0,16158.0,15585.0,573.0,3.5,63797.0,3905.0,7509.0,9746.0,3615.0,15.76185671,30.30877901,39.33804238,14.5913219,4804.7544,28.412743,-111.24560546875,1.4127426147460938
4011,AZ,Greenlee County,9327,851.0,0.0912,1170.0,12.0,4645.0,4510.0,135.0,2.9,76338.0,718.0,1857.0,2224.0,1231.0,11.90713101,30.7960199,36.88225539,20.4145937,902.8647,8.508074,-267.13531494140625,-3.4919261932373047
4012,AZ,La Paz County,16535,3258.0,0.197,2232.0,45.0,8869.0,8454.0,415.0,4.7,53925.0,2310.0,4520.0,4573.0,1834.0,17.45108408,34.14670998,34.54710282,13.85510312,2418.8245,37.976,186.824462890625,-7.023998260498047
4013,AZ,Maricopa County,4555833,487571.0,0.107,607154.0,4602.0,2371901.0,2293121.0,78780.0,3.3,83668.0,320731.0,670499.0,967349.0,1094926.0,10.50369985,21.95833968,31.67995468,35.8580058,607264.06,4600.528,110.0625,-1.47216796875
4015,AZ,Mohave County,220905,36075.0,0.1633,26992.0,423.0,89078.0,85048.0,4030.0,4.5,54842.0,20053.0,58746.0,65431.0,25224.0,11.83389002,34.66781545,38.61283888,14.88545564,26985.518,421.01218,-6.482421875,-1.987823486328125
4017,AZ,Navajo County,108800,27684.0,0.2544,20145.0,207.0,39515.0,37479.0,2036.0,5.2,49948.0,10058.0,21599.0,27491.0,12661.0,14.00660084,30.07840243,38.28350207,17.63149466,19800.896,204.46251,-344.103515625,-2.5374908447265625
4019,AZ,Pima County,1057476,150271.0,0.1421,135392.0,978.0,486536.0,468109.0,18427.0,3.8,64007.0,72430.0,152567.0,236991.0,258412.0,10.05413659,21.1780955,32.89714048,35.87062743,135397.19,979.4298,5.1875,1.4298095703125
4021,AZ,Pinal County,465037,50448.0,0.1085,64599.0,448.0,198462.0,190831.0,7631.0,3.8,76232.0,34515.0,96302.0,116286.0,70307.0,10.87394852,30.33993888,36.63589679,22.15021581,61112.473,421.46075,-3486.52734375,-26.53924560546875
4023,AZ,Santa Cruz County,48680,9009.0,0.1851,8823.0,36.0,18708.0,17298.0,1410.0,7.5,53467.0,6978.0,8255.0,8534.0,7534.0,22.29321747,26.37295933,27.26430465,24.06951855,8575.026,34.785328,-247.9736328125,-1.2146720886230469
